ID_Paciente,UUID,Nombre,Apellido_Paterno,Apellido_Materno,Fecha_Nacimiento,Edad,Sexo,CURP,RFC,Estado,Región_Socioeconómica,Municipio,Afiliación_Salud,Tipo_Sangre,Estatura_m,Peso_kg,IMC,Presion_Sistolica,Presion_Diastolica,Frecuencia_Cardiaca,Temperatura_C,CIE10_Diagnostico,Diagnostico_Principal,Especialidad_Destino,Fecha_Ultima_Consulta,Costo_Consulta_MXN,Genero,Latitud,Longitud,glucosa,colesterol,Fumador,Historial_Familiar,Actividad_Fisica,Riesgo_Cardio,altura_cm,Consume_Alcohol,Diabetes,Hipertension,antecedente_familiar,trigliceridos,oxigenacion,riesgo
PUE-000069,EC8DBC76,Margarita Gabriela,González,Martínez,1934-03-27,92,Femenino,GOMM340327MPLNRRA1,GOMM340327213,Puebla,Región V: Puebla,Ocoyucan,IMSS,A+,161.1,77.1,29.7,123,82,72.0,36.1,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-01-22,18.0,,,,,,,,,,,,,,,,,
PUE-000070,F947273E,Manuel Jesús,González,Morales,1989-09-08,36,Masculino,GOMM890908HPLNRNA6,GOMM890908A88,Puebla,Región III: Ciudad Serdán,Aljojuca,IMSS-Bienestar,O+,159.0,60.1,23.8,110,79,72.0,36.2,N39.0,Infección de Vías Urinarias,Medicina General,2025-09-06,25.0,,,,,,,,,,,,,,,,,
PUE-000071,FD9DAF94,Jesús,Sánchez,Flores,1984-04-20,42,Masculino,SEFJ840420HPLÁLSA3,SEFJ840420871,Puebla,Región VII: Tehuacán,Santiago Miahuatlán,IMSS-Bienestar,O+,170.9,67.9,23.2,143,96,71.0,36.4,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-03-22,34.0,,,,,,,,,,,,,,,,,
PUE-000072,4C62A1A7,María Luisa,Castro,García,1984-09-18,41,Femenino,CAGM840918MPLSRRA1,CAGM840918F73,Puebla,Región IV: San Pedro Cholula,Cuautlancingo,ISSSTE,O+,160.3,71.5,27.8,148,90,72.0,36.6,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-03-02,15.0,,,,,,,,,,,,,,,,,
PUE-000073,40253CC4,Carlos Luis,García,Morales,2026-02-19,0,Masculino,GAMC260219HPLRRRA6,GAMC260219021,Puebla,Región III: Ciudad Serdán,Chalchicomula de Sesma,No derechohabiente,O+,96.2,33.8,36.5,116,78,97.0,39.0,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-11-01,520.0,,,,,,,,,,,,,,,,,
PUE-000074,4A573C04,Luisa,Morales,Hernández,1960-12-23,65,Femenino,MOHL601223MPLRRSA5,MOHL601223U51,Puebla,Región I: Huauchinango,Naupan,IMSS,O+,154.5,65.4,27.4,116,73,96.0,38.0,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2026-01-11,23.0,,,,,,,,,,,,,,,,,
PUE-000075,A9218224,Elena Luisa,Gómez,Pérez,1941-01-29,85,Femenino,GEPE410129MPLÓÉLA5,GEPE410129M11,Puebla,Región III: Ciudad Serdán,Tlachichuca,ISSSTE,O+,148.4,64.1,29.1,164,93,76.0,36.9,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-05-12,37.0,,,,,,,,,,,,,,,,,
PUE-000076,D7B3C864,Elena Verónica,González,Jiménez,1968-04-16,58,Femenino,GOJE680416MPLNMLA3,GOJE680416U41,Puebla,Región I: Huauchinango,Tlacuilotepec,ISSSTEP,AB-,162.6,71.5,27.0,135,104,68.0,36.2,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-06-01,14.0,,,,,,,,,,,,,,,,,
PUE-000077,68C3BAC9,Alejandro,Torres,Rodríguez,1959-09-07,66,Masculino,TORA590907HPLRDLA5,TORA590907429,Puebla,Región IV: San Pedro Cholula,Calpan,ISSSTE,A+,166.6,65.8,23.7,117,82,75.0,36.1,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-10-01,35.0,,,,,,,,,,,,,,,,,
PUE-000078,31BB2247,Jorge,Castro,Torres,1975-09-05,50,Masculino,CATJ750905HPLSRRA9,CATJ750905O21,Puebla,Región VI: Izúcar de Matamoros,Izúcar de Matamoros,IMSS,O+,172.9,64.9,21.7,115,70,77.0,36.3,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-03-09,21.0,,,,,,,,,,,,,,,,,
PUE-000079,A1FD034B,Jorge Luis,Morales,Castro,1989-12-22,36,Masculino,MOCJ891222HPLRSRA5,MOCJ891222G84,Puebla,Región VI: Izúcar de Matamoros,Izúcar de Matamoros,ISSSTE,O+,160.2,73.3,28.6,116,82,85.0,36.3,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-06-23,27.0,,,,,,,,,,,,,,,,,
PUE-000080,DDF0AA62,Fernando Luis,Morales,Cruz,1982-08-13,43,Masculino,MOCF820813HPLRRRA2,MOCF820813G92,Puebla,Región VII: Tehuacán,Yehualtepec,ISSSTEP,O+,175.5,77.0,25.0,113,70,73.0,36.2,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-05-07,14.0,,,,,,,,,,,,,,,,,
PUE-000081,0934F011,Rafael,Hernández,Reyes,1997-03-28,29,Masculino,HERR970328HPLRYFA7,HERR970328J64,Puebla,Región II: Teziutlán,Tlatlauquitepec,Particular,O+,159.5,90.5,35.6,111,85,96.0,38.8,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-11-20,598.0,,,,,,,,,,,,,,,,,
PUE-000082,38960B61,María,González,Gómez,1978-09-17,47,Femenino,GOGM780917MPLNÓRA6,GOGM780917926,Puebla,Región II: Teziutlán,Tlatlauquitepec,IMSS,A+,155.7,75.1,31.0,114,73,67.0,36.7,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2026-05-27,37.0,,,,,,,,,,,,,,,,,
PUE-000083,12D1D5D6,Carlos Ricardo,García,Díaz,1988-09-19,37,Masculino,GADC880919HPLRÍRA4,GADC880919P36,Puebla,Región IV: San Pedro Cholula,Cuautlancingo,IMSS,O-,159.8,64.0,25.1,125,70,77.0,36.3,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2025-06-22,12.0,,,,,,,,,,,,,,,,,
PUE-000084,0CED637E,Miguel,Gómez,Rodríguez,1990-09-18,35,Masculino,GERM900918HPLÓDGA9,GERM900918168,Puebla,Región VI: Izúcar de Matamoros,Tepeojuma,No derechohabiente,AB+,168.1,88.7,31.4,121,76,90.0,39.0,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-09-12,557.0,,,,,,,,,,,,,,,,,
PUE-000085,79A0F393,Rafael,Hernández,Gómez,1983-07-31,42,Masculino,HEGR830731HPLRÓFA6,HEGR830731159,Puebla,Región V: Puebla,Santa Clara Ocoyucan,No derechohabiente,O+,166.3,97.9,35.4,114,74,104.0,38.5,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-12-08,580.0,,,,,,,,,,,,,,,,,
PUE-000086,ADF3106D,Ana,Cruz,Reyes,1970-11-01,55,Femenino,CURA701101MPLRYNA9,CURA701101S29,Puebla,Región V: Puebla,Amozoc,IMSS,O-,157.9,73.9,29.6,119,75,96.0,37.8,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-09-02,7.0,,,,,,,,,,,,,,,,,
PUE-000087,0EC0BA17,Rosa Rosa,Díaz,Pérez,1972-08-13,53,Femenino,DAPR720813MPLÍÉSA1,DAPR720813S70,Puebla,Región III: Ciudad Serdán,Aljojuca,IMSS-Bienestar,O+,152.4,72.1,31.0,123,70,99.0,38.4,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2026-01-21,11.0,,,,,,,,,,,,,,,,,
PUE-000088,C37E97FE,Luis,Jiménez,Vázquez,2005-07-29,20,Masculino,JIVL050729HPLMÁSA2,JIVL050729W61,Puebla,Región I: Huauchinango,Naupan,IMSS,O-,167.9,92.8,32.9,136,100,75.0,36.7,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-07-07,5.0,,,,,,,,,,,,,,,,,
PUE-000089,848BFA0F,Leticia Gabriela,Sánchez,Pérez,1981-09-09,44,Femenino,SEPL810909MPLÁÉTA7,SEPL810909950,Puebla,Región III: Ciudad Serdán,Aljojuca,Particular,O+,156.1,67.5,27.7,139,99,74.0,36.4,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-01-22,391.0,,,,,,,,,,,,,,,,,
PUE-000090,B0362B07,María María,Reyes,Sánchez,2010-11-16,15,Femenino,RESM101116MPLYÁRA8,RESM101116B79,Puebla,Región VI: Izúcar de Matamoros,Chiautla,IMSS,O+,152.2,68.8,29.7,120,80,72.0,36.2,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-06-26,1.0,,,,,,,,,,,,,,,,,
PUE-000091,788818DD,Rafael,Jiménez,Martínez,1981-02-07,45,Masculino,JIMR810207HPLMRFA2,JIMR810207J75,Puebla,Región I: Huauchinango,Chiconcuautla,IMSS-Bienestar,O+,168.1,77.6,27.5,121,74,72.0,36.8,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-10-14,30.0,,,,,,,,,,,,,,,,,
PUE-000092,28C07996,Juan,Reyes,García,2001-07-08,24,Masculino,REGJ010708HPLYRNA7,REGJ010708614,Puebla,Región IV: San Pedro Cholula,San Andrés Cholula,IMSS-Bienestar,A+,177.5,82.4,26.2,118,73,94.0,38.5,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-05-02,10.0,,,,,,,,,,,,,,,,,
PUE-000093,48470798,Rafael Miguel,Gutiérrez,Cruz,1965-04-16,61,Masculino,GUCR650416HPLTRFA4,GUCR650416T49,Puebla,Región VII: Tehuacán,Tecamachalco,IMSS,B+,171.0,90.1,30.8,120,84,84.0,36.3,N39.0,Infección de Vías Urinarias,Medicina General,2026-01-26,5.0,,,,,,,,,,,,,,,,,
PUE-000094,76F9BFD2,Javier Juan,García,Cruz,2024-10-13,1,Masculino,GACJ241013HPLRRVA1,GACJ241013Y25,Puebla,Región VI: Izúcar de Matamoros,Izúcar de Matamoros,ISSSTE,O+,108.7,26.6,22.5,111,76,74.0,36.4,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-02-24,39.0,,,,,,,,,,,,,,,,,
PUE-000095,1EAC5A07,Luisa Guadalupe,Castro,Reyes,1957-11-29,68,Femenino,CARL571129MPLSYSA6,CARL571129Z33,Puebla,Región VII: Tehuacán,Tecamachalco,No derechohabiente,O+,165.2,57.5,21.1,149,86,71.0,36.2,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-04-21,839.0,,,,,,,,,,,,,,,,,
PUE-000096,F1EC4F64,Jorge,González,García,1991-05-01,35,Masculino,GOGJ910501HPLNRRA1,GOGJ910501414,Puebla,Región VII: Tehuacán,Tecamachalco,IMSS,O+,159.5,82.1,32.3,110,84,105.0,38.9,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-09-14,30.0,,,,,,,,,,,,,,,,,
PUE-000097,5E40A4BF,Verónica Teresa,Ramírez,López,1988-07-30,37,Femenino,RALV880730MPLMÓRA7,RALV880730J39,Puebla,Región VII: Tehuacán,Tecamachalco,IMSS-Bienestar,O+,164.5,54.8,20.3,146,104,85.0,36.8,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-09-17,8.0,,,,,,,,,,,,,,,,,
PUE-000098,0CF23E25,María Patricia,Reyes,García,1971-09-11,54,Femenino,REGM710911MPLYRRA2,REGM710911W56,Puebla,Región VI: Izúcar de Matamoros,Izúcar de Matamoros,IMSS,B+,145.2,84.7,40.2,112,79,81.0,36.4,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-07-18,31.0,,,,,,,,,,,,,,,,,
PUE-000099,24AA8433,Rosa,Morales,Sánchez,1973-04-16,53,Femenino,MOSR730416MPLRÁSA9,MOSR730416468,Puebla,Región IV: San Pedro Cholula,Calpan,IMSS,O+,155.7,88.0,36.3,163,87,85.0,36.2,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-04-04,23.0,,,,,,,,,,,,,,,,,
PUE-000100,1A6C0037,Jesús Francisco,Morales,Castro,2006-11-13,19,Masculino,MOCJ061113HPLRSSA0,MOCJ061113888,Puebla,Región III: Ciudad Serdán,Aljojuca,IMSS,O+,165.7,67.2,24.5,113,74,85.0,36.6,J45,Asma Bronquial,Neumología / Pediatría,2026-06-08,26.0,,,,,,,,,,,,,,,,,
PUE-000101,793E2AE1,Margarita,Díaz,Martínez,1975-11-07,50,Femenino,DAMM751107MPLÍRRA2,DAMM751107U37,Puebla,Región I: Huauchinango,Pahuatlán,ISSSTEP,O+,143.2,49.2,24.0,120,83,69.0,36.8,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-08-21,3.0,,,,,,,,,,,,,,,,,
PUE-000102,C059ECA4,Juana,Morales,Cruz,1946-02-13,80,Femenino,MOCJ460213MPLRRNA9,MOCJ460213O97,Puebla,Región V: Puebla,Amozoc,IMSS-Bienestar,O+,145.0,75.3,35.8,113,70,65.0,36.3,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-10-20,19.0,,,,,,,,,,,,,,,,,
PUE-000103,0A10FD16,Rosa,Castro,Flores,1962-06-21,64,Femenino,CAFR620621MPLSLSA8,CAFR620621F96,Puebla,Región V: Puebla,Puebla,IMSS,B+,155.0,69.4,28.9,115,77,78.0,36.9,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-06-20,26.0,,,,,,,,,,,,,,,,,
PUE-000104,80762CBD,Elena Luisa,Rodríguez,Reyes,1958-07-18,67,Femenino,RORE580718MPLDYLA0,RORE580718623,Puebla,Región III: Ciudad Serdán,Tlachichuca,IMSS-Bienestar,O+,151.2,48.3,21.1,121,74,71.0,36.7,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-07-31,13.0,,,,,,,,,,,,,,,,,
PUE-000105,2042873E,Javier Alejandro,Castro,Gómez,1978-01-05,48,Masculino,CAGJ780105HPLSÓVA2,CAGJ780105Y62,Puebla,Región VII: Tehuacán,Yehualtepec,IMSS,O+,169.3,66.5,23.2,124,75,95.0,37.7,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-04-18,6.0,,,,,,,,,,,,,,,,,
PUE-000106,1DA8EC2E,Guadalupe Patricia,González,Sánchez,1958-07-01,68,Femenino,GOSG580701MPLNÁDA8,GOSG580701V22,Puebla,Región II: Teziutlán,Xiutetelco,IMSS-Bienestar,O+,158.6,41.0,16.3,142,101,73.0,36.9,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-10-20,28.0,,,,,,,,,,,,,,,,,
PUE-000107,B0B82979,Gabriela,Cruz,Castro,1972-03-14,54,Femenino,CUCG720314MPLRSBA0,CUCG720314Q14,Puebla,Región I: Huauchinango,Xicotepec,IMSS,O+,153.4,59.1,25.1,123,85,85.0,36.5,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-03-05,26.0,,,,,,,,,,,,,,,,,
PUE-000108,3A6F29EF,Sofia Teresa,López,Pérez,1970-12-07,55,Femenino,LEPS701207MPLÓÉFA6,LEPS701207780,Puebla,Región III: Ciudad Serdán,Chalchicomula de Sesma,Particular,O+,152.0,55.8,24.2,115,83,83.0,36.3,J45,Asma Bronquial,Neumología / Pediatría,2025-12-27,651.0,,,,,,,,,,,,,,,,,
PUE-000109,84667690,Ana Elena,García,Sánchez,1970-07-07,55,Femenino,GASA700707MPLRÁNA4,GASA700707T88,Puebla,Región VII: Tehuacán,Santiago Miahuatlán,IMSS-Bienestar,O+,153.4,68.3,29.0,110,77,95.0,37.8,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-09-28,12.0,,,,,,,,,,,,,,,,,
PUE-000110,77F4C310,Ana Carmen,Rodríguez,Jiménez,1970-06-14,56,Femenino,ROJA700614MPLDMNA6,ROJA700614V77,Puebla,Región I: Huauchinango,Huauchinango,IMSS,O+,158.8,83.8,33.2,115,77,74.0,36.7,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-08-18,6.0,,,,,,,,,,,,,,,,,
PUE-000111,D36BFE06,Rosa Juana,López,Hernández,2000-02-09,26,Femenino,LEHR000209MPLÓRSA1,LEHR000209836,Puebla,Región VII: Tehuacán,Ajalpan,IMSS,O-,149.2,87.4,39.3,123,81,69.0,36.7,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2026-03-15,8.0,,,,,,,,,,,,,,,,,
PUE-000112,3DA8FC1F,Francisco Alejandro,Reyes,Flores,1973-06-13,53,Masculino,REFF730613HPLYLRA9,REFF730613B13,Puebla,Región IV: San Pedro Cholula,San Pedro Cholula,IMSS,O+,177.2,81.2,25.9,110,70,76.0,36.6,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2025-11-28,12.0,,,,,,,,,,,,,,,,,
PUE-000113,69F673F4,Carlos Juan,Torres,Martínez,1985-04-08,41,Masculino,TOMC850408HPLRRRA8,TOMC850408Z62,Puebla,Región VII: Tehuacán,Ajalpan,ISSSTEP,O+,167.1,70.6,25.3,120,85,97.0,38.8,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2025-10-09,9.0,,,,,,,,,,,,,,,,,
PUE-000114,40E4D74E,José Miguel,Hernández,López,1967-02-14,59,Masculino,HELJ670214HPLRÓSA2,HELJ670214T45,Puebla,Región III: Ciudad Serdán,San Salvador el Seco,IMSS,O+,174.3,92.6,30.5,125,72,67.0,36.8,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2026-06-02,28.0,,,,,,,,,,,,,,,,,
PUE-000115,647E6A02,Verónica,Castro,Gutiérrez,1973-08-12,52,Femenino,CAGV730812MPLSTRA1,CAGV730812Q25,Puebla,Región VII: Tehuacán,Tecamachalco,ISSSTE,O+,147.0,63.9,29.6,114,77,69.0,36.5,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-04-30,18.0,,,,,,,,,,,,,,,,,
PUE-000116,DAD418CD,Margarita Gabriela,González,Sánchez,1964-02-18,62,Femenino,GOSM640218MPLNÁRA3,GOSM640218J34,Puebla,Región III: Ciudad Serdán,Tlachichuca,ISSSTEP,O+,151.3,70.5,30.8,110,80,87.0,37.8,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-03-08,16.0,,,,,,,,,,,,,,,,,
PUE-000117,330973E9,Leticia Carmen,Pérez,Flores,1945-08-22,80,Femenino,PEFL450822MPLÉLTA2,PEFL450822195,Puebla,Región VI: Izúcar de Matamoros,Tepeojuma,IMSS,O+,162.4,58.4,22.1,119,84,76.0,36.1,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-06-21,18.0,,,,,,,,,,,,,,,,,
PUE-000118,3F246368,María Leticia,Cruz,Torres,2019-06-13,7,Femenino,CUTM190613MPLRRRA8,CUTM190613P37,Puebla,Región IV: San Pedro Cholula,San Andrés Cholula,IMSS,B+,121.7,14.4,9.7,156,104,71.0,36.6,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-07-24,22.0,,,,,,,,,,,,,,,,,
PUE-000119,230CE219,Luis Alejandro,Díaz,Jiménez,2025-08-14,0,Masculino,DAJL250814HPLÍMSA3,DAJL250814Q19,Puebla,Región I: Huauchinango,Naupan,IMSS,O+,127.6,21.2,13.0,165,96,80.0,36.6,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-03-26,0.0,,,,,,,,,,,,,,,,,
PUE-000120,13053ED0,Carmen Gabriela,Gutiérrez,Flores,1977-07-01,49,Femenino,GUFC770701MPLTLRA9,GUFC770701B61,Puebla,Región IV: San Pedro Cholula,Cuautlancingo,IMSS,O+,162.4,66.7,25.3,120,74,104.0,38.4,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2026-01-05,5.0,,,,,,,,,,,,,,,,,
PUE-000121,70D5A142,Ana Rosa,García,Hernández,2006-08-07,19,Femenino,GAHA060807MPLRRNA5,GAHA060807Y51,Puebla,Región VI: Izúcar de Matamoros,Huaquechula,Particular,O+,157.2,70.9,28.7,113,70,85.0,37.5,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-07-27,855.0,,,,,,,,,,,,,,,,,
PUE-000122,9C9D2EC1,Miguel,Hernández,Cruz,1977-05-23,49,Masculino,HECM770523HPLRRGA2,HECM770523463,Puebla,Región III: Ciudad Serdán,San Salvador el Seco,Particular,O+,165.1,79.5,29.2,117,79,78.0,36.6,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-12-15,891.0,,,,,,,,,,,,,,,,,
PUE-000123,43077DD8,Elena,Reyes,Gutiérrez,1943-05-02,83,Femenino,REGE430502MPLYTLA2,REGE430502Y91,Puebla,Región II: Teziutlán,Chignautla,ISSSTEP,O+,163.1,81.1,30.5,141,101,79.0,36.2,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-04-29,21.0,,,,,,,,,,,,,,,,,
PUE-000124,55EF47E8,Miguel Rafael,Torres,Flores,2002-04-08,24,Masculino,TOFM020408HPLRLGA2,TOFM020408A78,Puebla,Región VII: Tehuacán,Tehuacán,IMSS,B+,174.8,70.2,23.0,125,83,83.0,36.5,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2026-04-11,38.0,,,,,,,,,,,,,,,,,
PUE-000125,A4931E74,Ana,Castro,González,1967-11-21,58,Femenino,CAGA671121MPLSNNA9,CAGA671121372,Puebla,Región II: Teziutlán,Cuetzalan del Progreso,IMSS,O-,158.1,70.5,28.2,114,81,96.0,38.4,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2025-10-20,3.0,,,,,,,,,,,,,,,,,
PUE-000126,B38734FB,Sofia Elena,Morales,Torres,1973-04-05,53,Femenino,MOTS730405MPLRRFA4,MOTS730405O98,Puebla,Región VI: Izúcar de Matamoros,Chietla,ISSSTE,O-,151.8,58.2,25.3,117,76,90.0,38.8,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2025-10-13,20.0,,,,,,,,,,,,,,,,,
PUE-000127,5621B47E,Juan Manuel,González,Reyes,1964-12-14,61,Masculino,GORJ641214HPLNYNA0,GORJ641214K25,Puebla,Región III: Ciudad Serdán,Aljojuca,Particular,O+,163.8,79.9,29.8,115,82,73.0,36.7,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-01-23,355.0,,,,,,,,,,,,,,,,,
PUE-000128,EA2427B7,Juana Juana,Díaz,López,2014-03-20,12,Femenino,DALJ140320MPLÍÓNA1,DALJ140320388,Puebla,Región IV: San Pedro Cholula,Calpan,ISSSTEP,O+,155.7,71.0,29.3,114,83,74.0,36.5,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-01-29,24.0,,,,,,,,,,,,,,,,,
PUE-000129,4083F635,José Javier,Cruz,Torres,1987-01-27,39,Masculino,CUTJ870127HPLRRSA5,CUTJ870127728,Puebla,Región VI: Izúcar de Matamoros,Chiautla,Particular,O+,171.8,82.1,27.8,115,81,77.0,36.7,N39.0,Infección de Vías Urinarias,Medicina General,2025-09-03,718.0,,,,,,,,,,,,,,,,,
PUE-000130,B6A4AA49,Rafael Juan,Rodríguez,Ramírez,1964-05-01,62,Masculino,RORR640501HPLDMFA2,RORR640501885,Puebla,Región IV: San Pedro Cholula,Calpan,IMSS,O+,156.1,63.3,26.0,151,102,77.0,36.4,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-01-18,10.0,,,,,,,,,,,,,,,,,
PUE-000131,E704D0B4,Teresa Ana,Díaz,Reyes,2009-09-09,16,Femenino,DART090909MPLÍYRA2,DART090909639,Puebla,Región I: Huauchinango,Huauchinango,IMSS,O+,149.9,84.3,37.5,155,98,74.0,36.8,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-12-15,24.0,,,,,,,,,,,,,,,,,
PUE-000132,48C2255C,José,Cruz,Pérez,2016-05-17,10,Masculino,CUPJ160517HPLRÉSA4,CUPJ160517068,Puebla,Región IV: San Pedro Cholula,San Pedro Cholula,ISSSTE,O-,64.8,21.7,51.7,117,77,66.0,36.7,N39.0,Infección de Vías Urinarias,Medicina General,2025-11-08,6.0,,,,,,,,,,,,,,,,,
PUE-000133,6DC5F2BD,Elena Margarita,González,Díaz,1960-03-07,66,Femenino,GODE600307MPLNÍLA2,GODE600307C54,Puebla,Región V: Puebla,Ocoyucan,IMSS,O+,156.7,39.7,16.2,123,73,80.0,36.1,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-08-10,10.0,,,,,,,,,,,,,,,,,
PUE-000134,0836ACC5,Sofia,Martínez,García,1982-04-26,44,Femenino,MAGS820426MPLRRFA0,MAGS820426K16,Puebla,Región VI: Izúcar de Matamoros,Tepeojuma,IMSS,A+,157.3,59.8,24.2,112,80,65.0,36.4,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-09-12,0.0,,,,,,,,,,,,,,,,,
PUE-000135,DBD554B8,Leticia,Hernández,Pérez,2026-04-19,0,Femenino,HEPL260419MPLRÉTA3,HEPL260419W18,Puebla,Región II: Teziutlán,Chignautla,ISSSTE,O+,113.3,41.6,32.4,158,99,82.0,36.2,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-05-06,32.0,,,,,,,,,,,,,,,,,
PUE-000136,E3770471,Ricardo Manuel,Gutiérrez,Reyes,1992-01-26,34,Masculino,GURR920126HPLTYCA7,GURR920126191,Puebla,Región IV: San Pedro Cholula,San Pedro Cholula,ISSSTE,O+,168.9,72.2,25.3,124,75,84.0,36.3,J45,Asma Bronquial,Neumología / Pediatría,2026-06-15,40.0,,,,,,,,,,,,,,,,,
PUE-000137,F6201732,Sofia,Flores,Díaz,1988-05-18,38,Femenino,FODS880518MPLLÍFA4,FODS880518Y51,Puebla,Región II: Teziutlán,Xiutetelco,ISSSTEP,O+,158.3,87.3,34.8,125,75,79.0,36.7,N39.0,Infección de Vías Urinarias,Medicina General,2026-05-09,30.0,,,,,,,,,,,,,,,,,
PUE-000138,BFCDF354,Manuel Rafael,López,González,2011-06-25,15,Masculino,LEGM110625HPLÓNNA4,LEGM110625G63,Puebla,Región I: Huauchinango,Huauchinango,IMSS,O-,170.5,70.2,24.1,125,70,96.0,39.2,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-07-04,12.0,,,,,,,,,,,,,,,,,
PUE-000139,95406D79,Ricardo Rafael,Martínez,González,1973-11-13,52,Masculino,MAGR731113HPLRNCA6,MAGR731113P22,Puebla,Región V: Puebla,Santa Clara Ocoyucan,ISSSTEP,O+,175.6,77.9,25.3,142,100,67.0,36.1,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-06-22,13.0,,,,,,,,,,,,,,,,,
PUE-000140,9AEC72DE,José,Pérez,Cruz,1968-10-09,57,Masculino,PECJ681009HPLÉRSA8,PECJ681009538,Puebla,Región III: Ciudad Serdán,San Salvador el Seco,IMSS-Bienestar,AB+,170.4,63.4,21.8,115,79,79.0,36.5,N39.0,Infección de Vías Urinarias,Medicina General,2025-09-05,37.0,,,,,,,,,,,,,,,,,
PUE-000141,47A9CF6B,Margarita,García,Vázquez,1989-03-15,37,Femenino,GAVM890315MPLRÁRA1,GAVM890315819,Puebla,Región II: Teziutlán,Cuetzalan del Progreso,IMSS,O+,159.5,67.9,26.7,124,74,81.0,36.4,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-01-23,16.0,,,,,,,,,,,,,,,,,
