ID_Paciente,CURP,Nombre,Apellido_Paterno,Apellido_Materno,Fecha_Nacimiento,Edad,Sexo,Estatura_m,Peso_kg,IMC,Presion_Sistolica,Presion_Diastolica,Glucosa,Colesterol,Frecuencia_Cardiaca,Diabetes,Hipertension,Fumador,Actividad_Fisica,Antecedente_Familiar,Municipio,Region,Latitud,Longitud
PUE-000144,HEJM110320HPLRMGA7,Miguel,Hernández,Jiménez,2011-03-20,15,Masculino,1.7109999999999999,73.5,25.1,125,85,,,100.0,,,,,,San Martín Texmelucan,,,
PUE-000145,MAGJ930311HPLRTSA8,Jesús Rafael,Martínez,Gutiérrez,1993-03-11,33,Masculino,1.7269999999999999,67.2,22.5,135,94,,,84.0,,,,,,Puebla,,,
PUE-000146,TOCT591106MPLRRRA2,Teresa Verónica,Torres,Cruz,1959-11-06,66,Femenino,1.5119999999999998,76.4,33.4,115,76,,,84.0,,,,,,Huauchinango,,,
PUE-000147,CUJT721210MPLRMRA4,Teresa Elena,Cruz,Jiménez,1972-12-10,53,Femenino,1.493,72.6,32.6,113,75,,,77.0,,,,,,Esperanza,,,
PUE-000148,MASG031225MPLRÁBA6,Gabriela,Martínez,Sánchez,2003-12-25,22,Femenino,1.4780000000000002,73.2,33.5,123,75,,,77.0,,,,,,San Salvador el Seco,,,
PUE-000149,GACG010922MPLRSBA1,Gabriela,García,Castro,2001-09-22,24,Femenino,1.605,72.5,28.1,119,77,,,95.0,,,,,,Tlatlauquitepec,,,
PUE-000150,JIMM831222HPLMRNA3,Manuel,Jiménez,Martínez,1983-12-22,42,Masculino,1.6680000000000001,63.7,22.9,111,80,,,71.0,,,,,,Huauchinango,,,
PUE-000151,CAGA830402HPLSÓLA0,Alejandro Luis,Castro,Gómez,1983-04-02,43,Masculino,1.599,82.2,32.1,124,82,,,77.0,,,,,,Chalchicomula de Sesma,,,
PUE-000152,DAMJ820511MPLÍRNA6,Juana,Díaz,Morales,1982-05-11,44,Femenino,1.584,75.5,30.1,115,81,,,69.0,,,,,,Puebla,,,
PUE-000153,CAML711102HPLSRSA3,Luis,Castro,Martínez,1971-11-02,54,Masculino,1.7790000000000001,69.2,21.9,113,82,,,72.0,,,,,,Huauchinango,,,
PUE-000154,GUJM850125MPLTMRA9,Margarita,Gutiérrez,Jiménez,1985-01-25,41,Femenino,1.601,82.8,32.3,140,104,,,75.0,,,,,,Huauchinango,,,
PUE-000155,MOFL671106MPLRLSA7,Luisa,Morales,Flores,1967-11-06,58,Femenino,1.575,59.9,24.1,114,79,,,85.0,,,,,,Cuautlancingo,,,
PUE-000156,REHM011011MPLYRRA6,Margarita,Reyes,Hernández,2001-10-11,24,Femenino,1.6269999999999998,58.0,21.9,120,72,,,66.0,,,,,,Puebla,,,
PUE-000157,CAML410318MPLSRSA9,Luisa Leticia,Castro,Morales,1941-03-18,85,Femenino,1.52,46.8,20.3,118,75,,,67.0,,,,,,Teziutlán,,,
PUE-000158,PEGE110804MPLÉRLA5,Elena Patricia,Pérez,García,2011-08-04,14,Femenino,1.551,72.9,30.3,120,71,,,65.0,,,,,,Tlachichuca,,,
PUE-000159,CAGM171126HPLSTNA5,Manuel José,Castro,Gutiérrez,2017-11-26,8,Masculino,1.036,5.4,5.0,122,85,,,77.0,,,,,,Tlacuilotepec,,,
PUE-000160,TOMM690323HPLRRNA7,Manuel,Torres,Martínez,1969-03-23,57,Masculino,1.642,73.8,27.4,113,70,,,84.0,,,,,,Ajalpan,,,
PUE-000161,GAPV820824MPLRÉRA0,Verónica,García,Pérez,1982-08-24,43,Femenino,1.5730000000000002,65.8,26.6,120,83,,,83.0,,,,,,Ocoyucan,,,
PUE-000162,CUMJ250523HPLRRSA4,Jesús,Cruz,Martínez,2025-05-23,1,Masculino,1.307,12.5,7.3,120,77,,,75.0,,,,,,Cuetzalan del Progreso,,,
PUE-000163,RAMJ810610HPLMRVA6,Javier Javier,Ramírez,Morales,1981-06-10,45,Masculino,1.646,81.6,30.1,114,71,,,80.0,,,,,,Chiautla,,,
PUE-000164,SERA680508HPLÁDLA2,Alejandro Carlos,Sánchez,Rodríguez,1968-05-08,58,Masculino,1.68,61.5,21.8,110,85,,,72.0,,,,,,Juan Galindo,,,
PUE-000165,RORL130930MPLDMTA3,Leticia Juana,Rodríguez,Ramírez,2013-09-30,12,Femenino,1.521,62.9,27.2,117,73,,,92.0,,,,,,Huejotzingo,,,
PUE-000166,GECJ900707HPLÓSSA3,Jesús Francisco,Gómez,Castro,1990-07-07,35,Masculino,1.744,60.1,19.8,117,82,,,81.0,,,,,,Tlatlauquitepec,,,
PUE-000167,DAGM030802HPLÍNGA8,Miguel Jesús,Díaz,González,2003-08-02,22,Masculino,1.704,63.6,21.9,116,79,,,71.0,,,,,,Xiutetelco,,,
PUE-000168,CULL790125MPLRÓTA4,Leticia,Cruz,López,1979-01-25,47,Femenino,1.607,77.8,30.1,115,72,,,67.0,,,,,,Huejotzingo,,,
PUE-000169,REGG721227MPLYNDA3,Guadalupe Ana,Reyes,González,1972-12-27,53,Femenino,1.517,56.1,24.4,112,85,,,100.0,,,,,,Tecamachalco,,,
PUE-000170,JIRM610306HPLMMGA1,Miguel Fernando,Jiménez,Ramírez,1961-03-06,65,Masculino,1.7890000000000001,71.1,22.2,123,82,,,76.0,,,,,,Tepeojuma,,,
PUE-000171,RAPS421111MPLMÉFA9,Sofia Guadalupe,Ramírez,Pérez,1942-11-11,83,Femenino,1.557,73.2,30.2,114,83,,,79.0,,,,,,Tepeojuma,,,
PUE-000172,VUGJ250922HPLÁNSA5,Jesús Miguel,Vázquez,González,2025-09-22,0,Masculino,1.3090000000000002,40.0,23.3,125,83,,,74.0,,,,,,Xicotepec,,,
PUE-000173,LEPJ120918HPLÓÉNA9,Juan Manuel,López,Pérez,2012-09-18,13,Masculino,1.796,64.6,20.0,152,101,,,65.0,,,,,,Chiautla,,,
PUE-000174,VURL540218HPLÁMSA5,Luis Luis,Vázquez,Ramírez,1954-02-18,72,Masculino,1.768,66.8,21.4,110,72,,,89.0,,,,,,Calpan,,,
PUE-000175,PEGF880622HPLÉNRA4,Fernando Manuel,Pérez,González,1988-06-22,38,Masculino,1.636,80.7,30.2,115,71,,,93.0,,,,,,Juan Galindo,,,
PUE-000176,LESR840206HPLÓÁCA7,Ricardo,López,Sánchez,1984-02-06,42,Masculino,1.6580000000000001,76.5,27.8,122,70,,,81.0,,,,,,Tepeojuma,,,
PUE-000177,RETL760517MPLYRSA1,Luisa,Reyes,Torres,1976-05-17,50,Femenino,1.567,80.4,32.7,141,99,,,70.0,,,,,,Santiago Miahuatlán,,,
PUE-000178,MASL690429HPLRÁSA4,Luis,Martínez,Sánchez,1969-04-29,57,Masculino,1.6640000000000001,63.3,22.9,165,91,,,83.0,,,,,,San Andrés Cholula,,,
PUE-000179,DAGG890721MPLÍTDA5,Guadalupe,Díaz,Gutiérrez,1989-07-21,36,Femenino,1.6230000000000002,48.6,18.5,116,77,,,79.0,,,,,,Cuautlancingo,,,
PUE-000180,GOMF801108HPLNRRA8,Fernando Francisco,González,Martínez,1980-11-08,45,Masculino,1.517,70.3,30.5,141,105,,,79.0,,,,,,Tlacuilotepec,,,
PUE-000181,CUSE970711MPLRÁLA4,Elena,Cruz,Sánchez,1997-07-11,28,Femenino,1.594,64.3,25.3,157,100,,,69.0,,,,,,Cuetzalan del Progreso,,,
PUE-000182,TOMR590216HPLRRCA1,Ricardo Alejandro,Torres,Martínez,1959-02-16,67,Masculino,1.65,81.9,30.1,116,81,,,69.0,,,,,,Cuautlancingo,,,
PUE-000183,DAMJ590325HPLÍRSA7,Jesús,Díaz,Martínez,1959-03-25,67,Masculino,1.6640000000000001,68.8,24.8,123,85,,,74.0,,,,,,Cuautinchán,,,
PUE-000184,HEDG850330MPLRÍDA0,Guadalupe,Hernández,Díaz,1985-03-30,41,Femenino,1.472,77.0,35.5,158,97,,,82.0,,,,,,Xicotepec,,,
PUE-000185,LEMJ570227HPLÓRNA3,Juan,López,Martínez,1957-02-27,69,Masculino,1.8130000000000002,70.9,21.6,124,74,,,67.0,,,,,,Calpan,,,
PUE-000186,JICJ900510HPLMRVA9,Javier Manuel,Jiménez,Cruz,1990-05-10,36,Masculino,1.722,76.7,25.9,114,75,,,68.0,,,,,,San Andrés Cholula,,,
PUE-000187,CAFL920721HPLSLSA6,Luis Miguel,Castro,Flores,1992-07-21,33,Masculino,1.577,105.1,42.3,110,70,,,83.0,,,,,,Tlachichuca,,,
PUE-000188,MOHJ590628HPLRRSA8,Jesús Juan,Morales,Hernández,1959-06-28,67,Masculino,1.65,86.2,31.7,111,75,,,80.0,,,,,,Tehuacán,,,
PUE-000189,ROGM610109MPLDTRA3,Margarita Gabriela,Rodríguez,Gutiérrez,1961-01-09,65,Femenino,1.54,53.3,22.5,118,81,,,77.0,,,,,,Aljojuca,,,
PUE-000190,JIDJ581128HPLMÍSA8,Jesús,Jiménez,Díaz,1958-11-28,67,Masculino,1.703,58.7,20.2,110,74,,,100.0,,,,,,San Pedro Cholula,,,
PUE-000191,VUGR751027HPLÁTCA3,Ricardo,Vázquez,Gutiérrez,1975-10-27,50,Masculino,1.743,88.0,29.0,125,73,,,77.0,,,,,,Chiconcuautla,,,
PUE-000192,GAFM051222MPLRLRA7,Margarita Teresa,García,Flores,2005-12-22,20,Femenino,1.578,65.3,26.2,118,76,,,82.0,,,,,,Xicotepec,,,
PUE-000193,SEPP860513MPLÁÉTA5,Patricia,Sánchez,Pérez,1986-05-13,40,Femenino,1.5859999999999999,76.8,30.5,120,78,,,91.0,,,,,,Amozoc,,,
PUE-000194,ROGJ750228HPLDRSA3,Jesús Alejandro,Rodríguez,García,1975-02-28,51,Masculino,1.6059999999999999,90.0,34.9,111,70,,,77.0,,,,,,Cuautlancingo,,,
PUE-000195,FOVR390204HPLLÁCA8,Ricardo,Flores,Vázquez,1939-02-04,87,Masculino,1.7690000000000001,60.4,19.3,120,72,,,102.0,,,,,,Atlixco,,,
PUE-000196,GORF850914HPLNYRA1,Fernando,González,Reyes,1985-09-14,40,Masculino,1.6909999999999998,71.4,25.0,123,75,,,72.0,,,,,,Yehualtepec,,,
PUE-000197,RATL750721MPLMRSA3,Luisa,Ramírez,Torres,1975-07-21,50,Femenino,1.712,59.6,20.3,121,70,,,97.0,,,,,,Atlixco,,,
PUE-000198,RATT230113MPLMRRA0,Teresa,Ramírez,Torres,2023-01-13,3,Femenino,0.995,17.1,17.3,121,84,,,66.0,,,,,,Zacapoaxtla,,,
PUE-000199,PEVR570424HPLÉÁCA4,Ricardo Carlos,Pérez,Vázquez,1957-04-24,69,Masculino,1.609,75.1,29.0,116,78,,,104.0,,,,,,Tepeaca,,,
PUE-000200,CUFA990418HPLRLLA6,Alejandro Fernando,Cruz,Flores,1999-04-18,27,Masculino,1.621,80.0,30.4,118,79,,,76.0,,,,,,Izúcar de Matamoros,,,
PUE-000201,FOLL791118MPLLÓTA3,Leticia,Flores,López,1979-11-18,46,Femenino,1.445,61.1,29.3,122,82,,,80.0,,,,,,Aljojuca,,,
PUE-000202,SETJ070630HPLÁRRA4,Jorge,Sánchez,Torres,2007-06-30,18,Masculino,1.595,63.8,25.1,116,75,,,73.0,,,,,,Santa Clara Ocoyucan,,,
PUE-000203,HEPL621013HPLRÉSA3,Luis Luis,Hernández,Pérez,1962-10-13,63,Masculino,1.665,93.4,33.7,115,77,,,91.0,,,,,,Teziutlán,,,
PUE-000204,GOCJ250805HPLNRRA6,Jorge Jorge,González,Cruz,2025-08-05,0,Masculino,1.151,17.3,13.1,119,82,,,72.0,,,,,,Aljojuca,,,
PUE-000205,MARL100327MPLRYTA1,Leticia Gabriela,Martínez,Reyes,2010-03-27,16,Femenino,1.506,59.3,26.1,124,73,,,91.0,,,,,,Amozoc,,,
PUE-000206,GOPL800901MPLNÉTA1,Leticia,González,Pérez,1980-09-01,45,Femenino,1.605,42.3,16.4,136,101,,,83.0,,,,,,Tehuacán,,,
PUE-000207,GERR931211HPLÓMFA4,Rafael Fernando,Gómez,Ramírez,1993-12-11,32,Masculino,1.709,68.6,23.5,154,88,,,68.0,,,,,,Tehuacán,,,
PUE-000208,RECP730914MPLYRTA5,Patricia Carmen,Reyes,Cruz,1973-09-14,52,Femenino,1.6230000000000002,67.0,25.4,111,72,,,71.0,,,,,,Chiconcuautla,,,
PUE-000209,FOJC530429HPLLMRA4,Carlos,Flores,Jiménez,1953-04-29,73,Masculino,1.605,76.1,29.5,141,94,,,70.0,,,,,,Tepeojuma,,,
PUE-000210,GOTL151214HPLNRSA0,Luis Francisco,González,Torres,2015-12-14,10,Masculino,1.033,39.0,36.5,164,92,,,66.0,,,,,,Tecamachalco,,,
PUE-000211,MARJ050502HPLRDRA8,Jorge,Martínez,Rodríguez,2005-05-02,21,Masculino,1.534,58.0,24.6,122,73,,,83.0,,,,,,Cuautinchán,,,
PUE-000212,HETJ660827HPLRRNA5,Juan Alejandro,Hernández,Torres,1966-08-27,59,Masculino,1.676,70.8,25.2,165,95,,,70.0,,,,,,Zacapoaxtla,,,
PUE-000213,LERA710918HPLÓYLA0,Alejandro Juan,López,Reyes,1971-09-18,54,Masculino,1.673,64.9,23.2,110,85,,,69.0,,,,,,Amozoc,,,
PUE-000214,DAVJ721020HPLÍÁSA9,Jesús Francisco,Díaz,Vázquez,1972-10-20,53,Masculino,1.6230000000000002,67.3,25.5,123,73,,,71.0,,,,,,Aljojuca,,,
PUE-000215,MAGS880508MPLRÓFA1,Sofia,Martínez,Gómez,1988-05-08,38,Femenino,1.6640000000000001,65.6,23.7,122,84,,,74.0,,,,,,Chiautla,,,
PUE-000216,GECS971125MPLÓRFA0,Sofia Margarita,Gómez,Cruz,1997-11-25,28,Femenino,1.645,67.6,25.0,122,84,,,78.0,,,,,,Aljojuca,,,
PUE-000217,MOST510505MPLRÁRA4,Teresa,Morales,Sánchez,1951-05-05,75,Femenino,1.672,59.4,21.2,118,72,,,72.0,,,,,,Tlatlauquitepec,,,
PUE-000218,GEME780411MPLÓRLA5,Elena María,Gómez,Morales,1978-04-11,48,Femenino,1.474,82.7,38.1,118,84,,,73.0,,,,,,Xicotepec,,,
PUE-000219,GERL730119MPLÓYSA6,Luisa,Gómez,Reyes,1973-01-19,53,Femenino,1.5719999999999998,52.9,21.4,111,76,,,83.0,,,,,,Naupan,,,
PUE-000220,GUGG810411MPLTNBA6,Gabriela,Gutiérrez,González,1981-04-11,45,Femenino,1.679,55.0,19.5,114,79,,,88.0,,,,,,Huaquechula,,,
PUE-000221,RAGA960321HPLMRLA4,Alejandro,Ramírez,García,1996-03-21,30,Masculino,1.682,67.2,23.8,120,84,,,71.0,,,,,,Puebla,,,
PUE-000222,MOFM771206MPLRLRA0,Margarita Carmen,Morales,Flores,1977-12-06,48,Femenino,1.636,51.2,19.1,155,101,,,75.0,,,,,,Puebla,,,
PUE-000223,CUTM070703MPLRRRA4,María Ana,Cruz,Torres,2007-07-03,18,Femenino,1.597,56.4,22.1,115,79,,,80.0,,,,,,San Andrés Cholula,,,
PUE-000224,TOGM751020HPLRÓNA3,Manuel Manuel,Torres,Gómez,1975-10-20,50,Masculino,1.704,73.7,25.4,161,97,,,77.0,,,,,,Chietla,,,
PUE-000225,RACC830914MPLMSRA3,Carmen Juana,Ramírez,Castro,1983-09-14,42,Femenino,1.4969999999999999,39.1,17.4,122,75,,,77.0,,,,,,Huauchinango,,,
PUE-000226,GOJA350826HPLNMLA9,Alejandro Jesús,González,Jiménez,1935-08-26,90,Masculino,1.6669999999999998,83.1,29.9,120,70,,,67.0,,,,,,Pahuatlán,,,
PUE-000227,GAJV930402MPLRMRA3,Verónica María,García,Jiménez,1993-04-02,33,Femenino,1.5619999999999998,59.2,24.3,112,84,,,99.0,,,,,,San Martín Texmelucan,,,
PUE-000228,SERJ840311HPLÁMSA1,José,Sánchez,Ramírez,1984-03-11,42,Masculino,1.496,68.9,30.8,111,77,,,90.0,,,,,,Tlacuilotepec,,,
PUE-000229,RAME931202MPLMRLA9,Elena,Ramírez,Morales,1993-12-02,32,Femenino,1.595,76.5,30.1,123,85,,,80.0,,,,,,Chiconcuautla,,,
PUE-000230,SECE960830MPLÁRLA1,Elena Teresa,Sánchez,Cruz,1996-08-30,29,Femenino,1.57,54.0,21.9,121,76,,,93.0,,,,,,Zacapoaxtla,,,
PUE-000231,GUMR830315MPLTRSA4,Rosa Teresa,Gutiérrez,Martínez,1983-03-15,43,Femenino,1.6159999999999999,94.6,36.2,155,94,,,73.0,,,,,,Chignautla,,,
PUE-000232,VUMJ541027MPLÁRNA0,Juana Rosa,Vázquez,Morales,1954-10-27,71,Femenino,1.585,72.3,28.8,164,97,,,70.0,,,,,,Amozoc,,,
PUE-000233,TOGP221227HPLRÓDA8,Pedro Manuel,Torres,Gómez,2022-12-27,3,Masculino,1.238,48.9,31.9,120,81,,,68.0,,,,,,Pahuatlán,,,
PUE-000234,PERJ850628HPLÉDSA5,Jesús,Pérez,Rodríguez,1985-06-28,41,Masculino,1.609,82.5,31.9,121,70,,,83.0,,,,,,Xicotepec,,,
PUE-000235,SEGC670301HPLÁNRA6,Carlos Pedro,Sánchez,González,1967-03-01,59,Masculino,1.5919999999999999,63.1,24.9,116,75,,,90.0,,,,,,Cuetzalan del Progreso,,,
PUE-000236,RORL760222MPLDMSA7,Luisa,Rodríguez,Ramírez,1976-02-22,50,Femenino,1.518,69.3,30.1,115,70,,,66.0,,,,,,Ajalpan,,,
PUE-000237,GAGF740112HPLRTRA8,Fernando Jesús,García,Gutiérrez,1974-01-12,52,Masculino,1.722,74.2,25.0,123,82,,,76.0,,,,,,Atlixco,,,
PUE-000238,RECJ580203HPLYRSA3,José,Reyes,Cruz,1958-02-03,68,Masculino,1.6280000000000001,79.3,29.9,125,74,,,83.0,,,,,,Chiconcuautla,,,
PUE-000239,GAJC861228MPLRMRA6,Carmen,García,Jiménez,1986-12-28,39,Femenino,1.5330000000000001,69.1,29.4,123,70,,,104.0,,,,,,San Martín Texmelucan,,,
PUE-000240,PERP971116MPLÉYTA7,Patricia Elena,Pérez,Reyes,1997-11-16,28,Femenino,1.5230000000000001,75.9,32.7,124,77,,,79.0,,,,,,Tepeaca,,,
PUE-000241,ROHM791119MPLDRRA8,María Teresa,Rodríguez,Hernández,1979-11-19,46,Femenino,1.569,72.1,29.3,116,79,,,96.0,,,,,,Zacapoaxtla,,,
PUE-000242,MAGC601102MPLRNRA4,Carmen Ana,Martínez,González,1960-11-02,65,Femenino,1.6159999999999999,85.9,32.9,115,70,,,83.0,,,,,,Huauchinango,,,
PUE-000243,LEGA000219MPLÓÓNA8,Ana,López,Gómez,2000-02-19,26,Femenino,1.4969999999999999,57.6,25.7,117,77,,,76.0,,,,,,Atlixco,,,
PUE-000244,MOGC870912HPLRRRA2,Carlos,Morales,García,1987-09-12,38,Masculino,1.6740000000000002,63.4,22.6,116,78,,,69.0,,,,,,San Pedro Cholula,,,
PUE-000245,MORJ880126MPLRYNA3,Juana Luisa,Morales,Reyes,1988-01-26,38,Femenino,1.57,66.5,27.0,112,75,,,75.0,,,,,,Ajalpan,,,
PUE-000246,TOCA950331MPLRRNA4,Ana,Torres,Cruz,1995-03-31,31,Femenino,1.5419999999999998,71.6,30.1,123,81,,,98.0,,,,,,Chiconcuautla,,,
PUE-000247,MAJJ090823HPLRMNA3,Juan Francisco,Martínez,Jiménez,2009-08-23,16,Masculino,1.6840000000000002,84.7,29.9,115,73,,,68.0,,,,,,Chalchicomula de Sesma,,,
PUE-000248,MOCJ780620MPLRSNA2,Juana Rosa,Morales,Castro,1978-06-20,48,Femenino,1.591,64.1,25.3,145,87,,,85.0,,,,,,Juan Galindo,,,
PUE-000249,ROLP640919HPLDÓDA4,Pedro Javier,Rodríguez,López,1964-09-19,61,Masculino,1.6540000000000001,64.4,23.5,117,73,,,91.0,,,,,,Tlatlauquitepec,,,
PUE-000250,TOCA430223MPLRRNA0,Ana Luisa,Torres,Cruz,1943-02-23,83,Femenino,1.527,38.8,16.6,112,74,,,69.0,,,,,,Chiconcuautla,,,
PUE-000251,ROGR441113HPLDTFA9,Rafael Luis,Rodríguez,Gutiérrez,1944-11-13,81,Masculino,1.656,76.4,27.9,147,99,,,74.0,,,,,,Zacapoaxtla,,,
PUE-000252,CAGJ060125HPLSTSA5,José Rafael,Castro,Gutiérrez,2006-01-25,20,Masculino,1.5419999999999998,69.7,29.3,125,79,,,85.0,,,,,,Cuetzalan del Progreso,,,
PUE-000253,CUDM041121MPLRÍRA6,Margarita Carmen,Cruz,Díaz,2004-11-21,21,Femenino,1.601,60.1,23.4,122,72,,,78.0,,,,,,Xiutetelco,,,
PUE-000254,MACR870223HPLRSCA3,Ricardo Miguel,Martínez,Castro,1987-02-23,39,Masculino,1.722,56.5,19.1,114,73,,,101.0,,,,,,Izúcar de Matamoros,,,
PUE-000255,MARG700527MPLRMDA7,Guadalupe,Martínez,Ramírez,1970-05-27,56,Femenino,1.4969999999999999,78.1,34.9,110,82,,,71.0,,,,,,Chiautla,,,
PUE-000256,PEGG890304MPLÉRDA8,Guadalupe Teresa,Pérez,García,1989-03-04,37,Femenino,1.71,85.1,29.1,117,72,,,76.0,,,,,,San Martín Texmelucan,,,
PUE-000257,GAME010718MPLRRLA7,Elena Gabriela,García,Morales,2001-07-18,24,Femenino,1.5190000000000001,59.2,25.7,121,76,,,105.0,,,,,,Huejotzingo,,,
PUE-000258,HECJ840225HPLRSNA3,Juan Manuel,Hernández,Castro,1984-02-25,42,Masculino,1.683,69.6,24.6,144,101,,,85.0,,,,,,Ocoyucan,,,
PUE-000259,CAMR820630MPLSRSA2,Rosa,Castro,Morales,1982-06-30,44,Femenino,1.5959999999999999,62.7,24.6,124,83,,,69.0,,,,,,Chiautla,,,
PUE-000260,TOGC980503MPLRRRA5,Carmen,Torres,García,1998-05-03,28,Femenino,1.4869999999999999,68.7,31.1,111,73,,,70.0,,,,,,Tlatlauquitepec,,,
PUE-000261,RARA041204HPLMYLA7,Alejandro Fernando,Ramírez,Reyes,2004-12-04,21,Masculino,1.65,80.6,29.6,142,90,,,73.0,,,,,,Chignautla,,,
PUE-000262,ROCJ670422HPLDRSA5,José Ricardo,Rodríguez,Cruz,1967-04-22,59,Masculino,1.6030000000000002,80.8,31.4,116,81,,,82.0,,,,,,Tlachichuca,,,
PUE-000263,DARF880706HPLÍDRA1,Fernando,Díaz,Rodríguez,1988-07-06,37,Masculino,1.74,57.3,18.9,124,75,,,65.0,,,,,,San Andrés Cholula,,,
PUE-000264,GACJ680715HPLRRVA3,Javier Carlos,García,Cruz,1968-07-15,57,Masculino,1.744,95.7,31.5,122,76,,,81.0,,,,,,Ajalpan,,,
PUE-000265,CUMM961015MPLRRRA0,Margarita,Cruz,Morales,1996-10-15,29,Femenino,1.567,59.1,24.1,122,80,,,90.0,,,,,,Cuetzalan del Progreso,,,
PUE-000266,VUTG710328MPLÁRBA1,Gabriela María,Vázquez,Torres,1971-03-28,55,Femenino,1.526,55.5,23.8,113,84,,,76.0,,,,,,Calpan,,,
PUE-000267,SEGC361014HPLÁNRA9,Carlos Jesús,Sánchez,González,1936-10-14,89,Masculino,1.6230000000000002,69.7,26.5,115,81,,,74.0,,,,,,Cuautlancingo,,,
PUE-000268,CUGG600612MPLRTBA3,Gabriela Ana,Cruz,Gutiérrez,1960-06-12,66,Femenino,1.595,59.3,23.3,114,78,,,75.0,,,,,,Tlachichuca,,,
PUE-000269,TORL520602MPLRMSA5,Luisa Sofia,Torres,Ramírez,1952-06-02,74,Femenino,1.64,65.9,24.5,120,81,,,101.0,,,,,,Naupan,,,
PUE-000270,MACL610309HPLRSSA3,Luis Manuel,Martínez,Castro,1961-03-09,65,Masculino,1.7369999999999999,47.9,15.9,111,84,,,76.0,,,,,,Tlachichuca,,,
PUE-000271,FOJC650201MPLLMRA1,Carmen María,Flores,Jiménez,1965-02-01,61,Femenino,1.6340000000000001,52.4,19.6,123,70,,,83.0,,,,,,Tlacuilotepec,,,
PUE-000272,RORJ340327HPLDYVA4,Javier,Rodríguez,Reyes,1934-03-27,92,Masculino,1.5759999999999998,74.9,30.2,115,85,,,93.0,,,,,,San Salvador el Seco,,,
PUE-000273,CASA790606HPLSÁLA6,Alejandro José,Castro,Sánchez,1979-06-06,47,Masculino,1.71,60.6,20.7,121,77,,,72.0,,,,,,Tepeaca,,,
PUE-000274,CAHA910526MPLSRNA6,Ana,Castro,Hernández,1991-05-26,35,Femenino,1.694,75.6,26.3,114,82,,,81.0,,,,,,Chietla,,,
PUE-000275,FOTC570602MPLLRRA7,Carmen María,Flores,Torres,1957-06-02,69,Femenino,1.463,64.3,30.0,161,101,,,70.0,,,,,,Chalchicomula de Sesma,,,
PUE-000276,REME620712MPLYRLA5,Elena Gabriela,Reyes,Morales,1962-07-12,63,Femenino,1.508,63.7,28.0,124,85,,,66.0,,,,,,Tecamachalco,,,
PUE-000277,GEGF941212HPLÓRRA6,Fernando Rafael,Gómez,García,1994-12-12,31,Masculino,1.6769999999999998,74.4,26.5,116,75,,,74.0,,,,,,Aljojuca,,,
PUE-000278,LEHF831202HPLÓRRA1,Francisco,López,Hernández,1983-12-02,42,Masculino,1.663,86.2,31.2,141,91,,,72.0,,,,,,Tecamachalco,,,
PUE-000279,LEMM550429HPLÓRNA8,Manuel,López,Morales,1955-04-29,71,Masculino,1.7530000000000001,75.3,24.5,145,86,,,78.0,,,,,,Esperanza,,,
PUE-000280,CASL001206MPLSÁSA0,Luisa María,Castro,Sánchez,2000-12-06,25,Femenino,1.6030000000000002,58.7,22.8,111,73,,,81.0,,,,,,Huejotzingo,,,
PUE-000281,MOML951004MPLRRTA2,Leticia Rosa,Morales,Martínez,1995-10-04,30,Femenino,1.577,78.8,31.7,125,73,,,65.0,,,,,,Aljojuca,,,
PUE-000282,FOCJ910126HPLLRSA2,José Fernando,Flores,Cruz,1991-01-26,35,Masculino,1.743,81.8,26.9,118,85,,,99.0,,,,,,Tehuacán,,,
PUE-000283,MORM100602MPLRMRA7,María Guadalupe,Morales,Ramírez,2010-06-02,16,Femenino,1.652,70.0,25.6,111,70,,,65.0,,,,,,Huauchinango,,,
PUE-000284,REJR160519HPLYMCA3,Ricardo,Reyes,Jiménez,2016-05-19,10,Masculino,1.4969999999999999,19.8,8.8,114,82,,,72.0,,,,,,Xiutetelco,,,
PUE-000285,JIGJ930114HPLMÓNA4,Juan Francisco,Jiménez,Gómez,1993-01-14,33,Masculino,1.569,92.4,37.5,115,71,,,91.0,,,,,,San Salvador el Seco,,,
PUE-000286,CUCM100318HPLRSGA9,Miguel Manuel,Cruz,Castro,2010-03-18,16,Masculino,1.715,100.4,34.1,111,83,,,86.0,,,,,,San Pedro Cholula,,,
PUE-000287,GUVR610421HPLTÁCA5,Ricardo Francisco,Gutiérrez,Vázquez,1961-04-21,65,Masculino,1.689,76.2,26.7,159,104,,,76.0,,,,,,Santa Clara Ocoyucan,,,
PUE-000288,REPR260109HPLYÉCA6,Ricardo,Reyes,Pérez,2026-01-09,0,Masculino,1.075,17.1,14.8,124,81,,,73.0,,,,,,Cuetzalan del Progreso,,,
PUE-000289,REFL730730MPLYLTA6,Leticia María,Reyes,Flores,1973-07-30,52,Femenino,1.57,64.5,26.2,119,74,,,76.0,,,,,,Tepeaca,,,
PUE-000290,TODA480813MPLRÍNA4,Ana,Torres,Díaz,1948-08-13,77,Femenino,1.5619999999999998,45.0,18.4,121,74,,,74.0,,,,,,Chiautla,,,
PUE-000291,GERT741024MPLÓDRA6,Teresa,Gómez,Rodríguez,1974-10-24,51,Femenino,1.515,71.6,31.2,124,83,,,74.0,,,,,,Huejotzingo,,,
