ID_Paciente,UUID,Nombre,Apellido_Paterno,Apellido_Materno,Fecha_Nacimiento,Edad,Sexo,CURP,RFC,Estado,Región_Socioeconómica,Municipio,Afiliación_Salud,Tipo_Sangre,Estatura_cm,Peso_kg,IMC,Presion_Sistolica_mmHg,Presion_Diastolica_mmHg,Frecuencia_Cardiaca_lpm,Temperatura_C,CIE10_Diagnostico,Diagnostico_Principal,Especialidad_Destino,Fecha_Ultima_Consulta,Costo_Consulta_MXN
PUE-000082,38960B61,María,González,Gómez,1978-09-17,47,Femenino,GOGM780917MPLNÓRA6,GOGM780917926,Puebla,Región II: Teziutlán,Tlatlauquitepec,IMSS,A+,155.7,75.1,31.0,114,73,67,36.7,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2026-05-27,37
PUE-000083,12D1D5D6,Carlos Ricardo,García,Díaz,1988-09-19,37,Masculino,GADC880919HPLRÍRA4,GADC880919P36,Puebla,Región IV: San Pedro Cholula,Cuautlancingo,IMSS,O-,159.8,64.0,25.1,125,70,77,36.3,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2025-06-22,12
PUE-000084,0CED637E,Miguel,Gómez,Rodríguez,1990-09-18,35,Masculino,GERM900918HPLÓDGA9,GERM900918168,Puebla,Región VI: Izúcar de Matamoros,Tepeojuma,No derechohabiente,AB+,168.1,88.7,31.4,121,76,90,39.0,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-09-12,557
PUE-000085,79A0F393,Rafael,Hernández,Gómez,1983-07-31,42,Masculino,HEGR830731HPLRÓFA6,HEGR830731159,Puebla,Región V: Puebla,Santa Clara Ocoyucan,No derechohabiente,O+,166.3,97.9,35.4,114,74,104,38.5,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-12-08,580
PUE-000086,ADF3106D,Ana,Cruz,Reyes,1970-11-01,55,Femenino,CURA701101MPLRYNA9,CURA701101S29,Puebla,Región V: Puebla,Amozoc,IMSS,O-,157.9,73.9,29.6,119,75,96,37.8,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-09-02,7
PUE-000087,0EC0BA17,Rosa Rosa,Díaz,Pérez,1972-08-13,53,Femenino,DAPR720813MPLÍÉSA1,DAPR720813S70,Puebla,Región III: Ciudad Serdán,Aljojuca,IMSS-Bienestar,O+,152.4,72.1,31.0,123,70,99,38.4,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2026-01-21,11
PUE-000088,C37E97FE,Luis,Jiménez,Vázquez,2005-07-29,20,Masculino,JIVL050729HPLMÁSA2,JIVL050729W61,Puebla,Región I: Huauchinango,Naupan,IMSS,O-,167.9,92.8,32.9,136,100,75,36.7,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-07-07,5
PUE-000089,848BFA0F,Leticia Gabriela,Sánchez,Pérez,1981-09-09,44,Femenino,SEPL810909MPLÁÉTA7,SEPL810909950,Puebla,Región III: Ciudad Serdán,Aljojuca,Particular,O+,156.1,67.5,27.7,139,99,74,36.4,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-01-22,391
PUE-000090,B0362B07,María María,Reyes,Sánchez,2010-11-16,15,Femenino,RESM101116MPLYÁRA8,RESM101116B79,Puebla,Región VI: Izúcar de Matamoros,Chiautla,IMSS,O+,152.2,68.8,29.7,120,80,72,36.2,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-06-26,1
PUE-000091,788818DD,Rafael,Jiménez,Martínez,1981-02-07,45,Masculino,JIMR810207HPLMRFA2,JIMR810207J75,Puebla,Región I: Huauchinango,Chiconcuautla,IMSS-Bienestar,O+,168.1,77.6,27.5,121,74,72,36.8,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-10-14,30
PUE-000092,28C07996,Juan,Reyes,García,2001-07-08,24,Masculino,REGJ010708HPLYRNA7,REGJ010708614,Puebla,Región IV: San Pedro Cholula,San Andrés Cholula,IMSS-Bienestar,A+,177.5,82.4,26.2,118,73,94,38.5,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-05-02,10
PUE-000093,48470798,Rafael Miguel,Gutiérrez,Cruz,1965-04-16,61,Masculino,GUCR650416HPLTRFA4,GUCR650416T49,Puebla,Región VII: Tehuacán,Tecamachalco,IMSS,B+,171.0,90.1,30.8,120,84,84,36.3,N39.0,Infección de Vías Urinarias,Medicina General,2026-01-26,5
PUE-000094,76F9BFD2,Javier Juan,García,Cruz,2024-10-13,1,Masculino,GACJ241013HPLRRVA1,GACJ241013Y25,Puebla,Región VI: Izúcar de Matamoros,Izúcar de Matamoros,ISSSTE,O+,108.7,26.6,22.5,111,76,74,36.4,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-02-24,39
PUE-000095,1EAC5A07,Luisa Guadalupe,Castro,Reyes,1957-11-29,68,Femenino,CARL571129MPLSYSA6,CARL571129Z33,Puebla,Región VII: Tehuacán,Tecamachalco,No derechohabiente,O+,165.2,57.5,21.1,149,86,71,36.2,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-04-21,839
PUE-000096,F1EC4F64,Jorge,González,García,1991-05-01,35,Masculino,GOGJ910501HPLNRRA1,GOGJ910501414,Puebla,Región VII: Tehuacán,Tecamachalco,IMSS,O+,159.5,82.1,32.3,110,84,105,38.9,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-09-14,30
PUE-000097,5E40A4BF,Verónica Teresa,Ramírez,López,1988-07-30,37,Femenino,RALV880730MPLMÓRA7,RALV880730J39,Puebla,Región VII: Tehuacán,Tecamachalco,IMSS-Bienestar,O+,164.5,54.8,20.3,146,104,85,36.8,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-09-17,8
PUE-000098,0CF23E25,María Patricia,Reyes,García,1971-09-11,54,Femenino,REGM710911MPLYRRA2,REGM710911W56,Puebla,Región VI: Izúcar de Matamoros,Izúcar de Matamoros,IMSS,B+,145.2,84.7,40.2,112,79,81,36.4,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-07-18,31
PUE-000099,24AA8433,Rosa,Morales,Sánchez,1973-04-16,53,Femenino,MOSR730416MPLRÁSA9,MOSR730416468,Puebla,Región IV: San Pedro Cholula,Calpan,IMSS,O+,155.7,88.0,36.3,163,87,85,36.2,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-04-04,23
PUE-000100,1A6C0037,Jesús Francisco,Morales,Castro,2006-11-13,19,Masculino,MOCJ061113HPLRSSA0,MOCJ061113888,Puebla,Región III: Ciudad Serdán,Aljojuca,IMSS,O+,165.7,67.2,24.5,113,74,85,36.6,J45,Asma Bronquial,Neumología / Pediatría,2026-06-08,26
PUE-000101,793E2AE1,Margarita,Díaz,Martínez,1975-11-07,50,Femenino,DAMM751107MPLÍRRA2,DAMM751107U37,Puebla,Región I: Huauchinango,Pahuatlán,ISSSTEP,O+,143.2,49.2,24.0,120,83,69,36.8,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-08-21,3
PUE-000102,C059ECA4,Juana,Morales,Cruz,1946-02-13,80,Femenino,MOCJ460213MPLRRNA9,MOCJ460213O97,Puebla,Región V: Puebla,Amozoc,IMSS-Bienestar,O+,145.0,75.3,35.8,113,70,65,36.3,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-10-20,19
PUE-000103,0A10FD16,Rosa,Castro,Flores,1962-06-21,64,Femenino,CAFR620621MPLSLSA8,CAFR620621F96,Puebla,Región V: Puebla,Puebla,IMSS,B+,155.0,69.4,28.9,115,77,78,36.9,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-06-20,26
PUE-000104,80762CBD,Elena Luisa,Rodríguez,Reyes,1958-07-18,67,Femenino,RORE580718MPLDYLA0,RORE580718623,Puebla,Región III: Ciudad Serdán,Tlachichuca,IMSS-Bienestar,O+,151.2,48.3,21.1,121,74,71,36.7,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-07-31,13
PUE-000105,2042873E,Javier Alejandro,Castro,Gómez,1978-01-05,48,Masculino,CAGJ780105HPLSÓVA2,CAGJ780105Y62,Puebla,Región VII: Tehuacán,Yehualtepec,IMSS,O+,169.3,66.5,23.2,124,75,95,37.7,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-04-18,6
PUE-000106,1DA8EC2E,Guadalupe Patricia,González,Sánchez,1958-07-01,68,Femenino,GOSG580701MPLNÁDA8,GOSG580701V22,Puebla,Región II: Teziutlán,Xiutetelco,IMSS-Bienestar,O+,158.6,41.0,16.3,142,101,73,36.9,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-10-20,28
PUE-000107,B0B82979,Gabriela,Cruz,Castro,1972-03-14,54,Femenino,CUCG720314MPLRSBA0,CUCG720314Q14,Puebla,Región I: Huauchinango,Xicotepec,IMSS,O+,153.4,59.1,25.1,123,85,85,36.5,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-03-05,26
PUE-000108,3A6F29EF,Sofia Teresa,López,Pérez,1970-12-07,55,Femenino,LEPS701207MPLÓÉFA6,LEPS701207780,Puebla,Región III: Ciudad Serdán,Chalchicomula de Sesma,Particular,O+,152.0,55.8,24.2,115,83,83,36.3,J45,Asma Bronquial,Neumología / Pediatría,2025-12-27,651
PUE-000109,84667690,Ana Elena,García,Sánchez,1970-07-07,55,Femenino,GASA700707MPLRÁNA4,GASA700707T88,Puebla,Región VII: Tehuacán,Santiago Miahuatlán,IMSS-Bienestar,O+,153.4,68.3,29.0,110,77,95,37.8,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-09-28,12
PUE-000110,77F4C310,Ana Carmen,Rodríguez,Jiménez,1970-06-14,56,Femenino,ROJA700614MPLDMNA6,ROJA700614V77,Puebla,Región I: Huauchinango,Huauchinango,IMSS,O+,158.8,83.8,33.2,115,77,74,36.7,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-08-18,6
PUE-000111,D36BFE06,Rosa Juana,López,Hernández,2000-02-09,26,Femenino,LEHR000209MPLÓRSA1,LEHR000209836,Puebla,Región VII: Tehuacán,Ajalpan,IMSS,O-,149.2,87.4,39.3,123,81,69,36.7,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2026-03-15,8
PUE-000112,3DA8FC1F,Francisco Alejandro,Reyes,Flores,1973-06-13,53,Masculino,REFF730613HPLYLRA9,REFF730613B13,Puebla,Región IV: San Pedro Cholula,San Pedro Cholula,IMSS,O+,177.2,81.2,25.9,110,70,76,36.6,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2025-11-28,12
PUE-000113,69F673F4,Carlos Juan,Torres,Martínez,1985-04-08,41,Masculino,TOMC850408HPLRRRA8,TOMC850408Z62,Puebla,Región VII: Tehuacán,Ajalpan,ISSSTEP,O+,167.1,70.6,25.3,120,85,97,38.8,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2025-10-09,9
PUE-000114,40E4D74E,José Miguel,Hernández,López,1967-02-14,59,Masculino,HELJ670214HPLRÓSA2,HELJ670214T45,Puebla,Región III: Ciudad Serdán,San Salvador el Seco,IMSS,O+,174.3,92.6,30.5,125,72,67,36.8,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2026-06-02,28
PUE-000115,647E6A02,Verónica,Castro,Gutiérrez,1973-08-12,52,Femenino,CAGV730812MPLSTRA1,CAGV730812Q25,Puebla,Región VII: Tehuacán,Tecamachalco,ISSSTE,O+,147.0,63.9,29.6,114,77,69,36.5,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-04-30,18
PUE-000116,DAD418CD,Margarita Gabriela,González,Sánchez,1964-02-18,62,Femenino,GOSM640218MPLNÁRA3,GOSM640218J34,Puebla,Región III: Ciudad Serdán,Tlachichuca,ISSSTEP,O+,151.3,70.5,30.8,110,80,87,37.8,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-03-08,16
PUE-000117,330973E9,Leticia Carmen,Pérez,Flores,1945-08-22,80,Femenino,PEFL450822MPLÉLTA2,PEFL450822195,Puebla,Región VI: Izúcar de Matamoros,Tepeojuma,IMSS,O+,162.4,58.4,22.1,119,84,76,36.1,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-06-21,18
PUE-000118,3F246368,María Leticia,Cruz,Torres,2019-06-13,7,Femenino,CUTM190613MPLRRRA8,CUTM190613P37,Puebla,Región IV: San Pedro Cholula,San Andrés Cholula,IMSS,B+,121.7,14.4,9.7,156,104,71,36.6,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-07-24,22
PUE-000119,230CE219,Luis Alejandro,Díaz,Jiménez,2025-08-14,0,Masculino,DAJL250814HPLÍMSA3,DAJL250814Q19,Puebla,Región I: Huauchinango,Naupan,IMSS,O+,127.6,21.2,13.0,165,96,80,36.6,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-03-26,0
PUE-000120,13053ED0,Carmen Gabriela,Gutiérrez,Flores,1977-07-01,49,Femenino,GUFC770701MPLTLRA9,GUFC770701B61,Puebla,Región IV: San Pedro Cholula,Cuautlancingo,IMSS,O+,162.4,66.7,25.3,120,74,104,38.4,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2026-01-05,5
PUE-000121,70D5A142,Ana Rosa,García,Hernández,2006-08-07,19,Femenino,GAHA060807MPLRRNA5,GAHA060807Y51,Puebla,Región VI: Izúcar de Matamoros,Huaquechula,Particular,O+,157.2,70.9,28.7,113,70,85,37.5,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-07-27,855
PUE-000122,9C9D2EC1,Miguel,Hernández,Cruz,1977-05-23,49,Masculino,HECM770523HPLRRGA2,HECM770523463,Puebla,Región III: Ciudad Serdán,San Salvador el Seco,Particular,O+,165.1,79.5,29.2,117,79,78,36.6,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-12-15,891
PUE-000123,43077DD8,Elena,Reyes,Gutiérrez,1943-05-02,83,Femenino,REGE430502MPLYTLA2,REGE430502Y91,Puebla,Región II: Teziutlán,Chignautla,ISSSTEP,O+,163.1,81.1,30.5,141,101,79,36.2,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-04-29,21
PUE-000124,55EF47E8,Miguel Rafael,Torres,Flores,2002-04-08,24,Masculino,TOFM020408HPLRLGA2,TOFM020408A78,Puebla,Región VII: Tehuacán,Tehuacán,IMSS,B+,174.8,70.2,23.0,125,83,83,36.5,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2026-04-11,38
PUE-000125,A4931E74,Ana,Castro,González,1967-11-21,58,Femenino,CAGA671121MPLSNNA9,CAGA671121372,Puebla,Región II: Teziutlán,Cuetzalan del Progreso,IMSS,O-,158.1,70.5,28.2,114,81,96,38.4,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2025-10-20,3
PUE-000126,B38734FB,Sofia Elena,Morales,Torres,1973-04-05,53,Femenino,MOTS730405MPLRRFA4,MOTS730405O98,Puebla,Región VI: Izúcar de Matamoros,Chietla,ISSSTE,O-,151.8,58.2,25.3,117,76,90,38.8,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2025-10-13,20
PUE-000127,5621B47E,Juan Manuel,González,Reyes,1964-12-14,61,Masculino,GORJ641214HPLNYNA0,GORJ641214K25,Puebla,Región III: Ciudad Serdán,Aljojuca,Particular,O+,163.8,79.9,29.8,115,82,73,36.7,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-01-23,355
PUE-000128,EA2427B7,Juana Juana,Díaz,López,2014-03-20,12,Femenino,DALJ140320MPLÍÓNA1,DALJ140320388,Puebla,Región IV: San Pedro Cholula,Calpan,ISSSTEP,O+,155.7,71.0,29.3,114,83,74,36.5,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-01-29,24
PUE-000129,4083F635,José Javier,Cruz,Torres,1987-01-27,39,Masculino,CUTJ870127HPLRRSA5,CUTJ870127728,Puebla,Región VI: Izúcar de Matamoros,Chiautla,Particular,O+,171.8,82.1,27.8,115,81,77,36.7,N39.0,Infección de Vías Urinarias,Medicina General,2025-09-03,718
PUE-000130,B6A4AA49,Rafael Juan,Rodríguez,Ramírez,1964-05-01,62,Masculino,RORR640501HPLDMFA2,RORR640501885,Puebla,Región IV: San Pedro Cholula,Calpan,IMSS,O+,156.1,63.3,26.0,151,102,77,36.4,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-01-18,10
PUE-000131,E704D0B4,Teresa Ana,Díaz,Reyes,2009-09-09,16,Femenino,DART090909MPLÍYRA2,DART090909639,Puebla,Región I: Huauchinango,Huauchinango,IMSS,O+,149.9,84.3,37.5,155,98,74,36.8,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-12-15,24
PUE-000132,48C2255C,José,Cruz,Pérez,2016-05-17,10,Masculino,CUPJ160517HPLRÉSA4,CUPJ160517068,Puebla,Región IV: San Pedro Cholula,San Pedro Cholula,ISSSTE,O-,64.8,21.7,51.7,117,77,66,36.7,N39.0,Infección de Vías Urinarias,Medicina General,2025-11-08,6
PUE-000133,6DC5F2BD,Elena Margarita,González,Díaz,1960-03-07,66,Femenino,GODE600307MPLNÍLA2,GODE600307C54,Puebla,Región V: Puebla,Ocoyucan,IMSS,O+,156.7,39.7,16.2,123,73,80,36.1,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-08-10,10
PUE-000134,0836ACC5,Sofia,Martínez,García,1982-04-26,44,Femenino,MAGS820426MPLRRFA0,MAGS820426K16,Puebla,Región VI: Izúcar de Matamoros,Tepeojuma,IMSS,A+,157.3,59.8,24.2,112,80,65,36.4,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-09-12,0
PUE-000135,DBD554B8,Leticia,Hernández,Pérez,2026-04-19,0,Femenino,HEPL260419MPLRÉTA3,HEPL260419W18,Puebla,Región II: Teziutlán,Chignautla,ISSSTE,O+,113.3,41.6,32.4,158,99,82,36.2,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-05-06,32
PUE-000136,E3770471,Ricardo Manuel,Gutiérrez,Reyes,1992-01-26,34,Masculino,GURR920126HPLTYCA7,GURR920126191,Puebla,Región IV: San Pedro Cholula,San Pedro Cholula,ISSSTE,O+,168.9,72.2,25.3,124,75,84,36.3,J45,Asma Bronquial,Neumología / Pediatría,2026-06-15,40
PUE-000137,F6201732,Sofia,Flores,Díaz,1988-05-18,38,Femenino,FODS880518MPLLÍFA4,FODS880518Y51,Puebla,Región II: Teziutlán,Xiutetelco,ISSSTEP,O+,158.3,87.3,34.8,125,75,79,36.7,N39.0,Infección de Vías Urinarias,Medicina General,2026-05-09,30
PUE-000138,BFCDF354,Manuel Rafael,López,González,2011-06-25,15,Masculino,LEGM110625HPLÓNNA4,LEGM110625G63,Puebla,Región I: Huauchinango,Huauchinango,IMSS,O-,170.5,70.2,24.1,125,70,96,39.2,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-07-04,12
PUE-000139,95406D79,Ricardo Rafael,Martínez,González,1973-11-13,52,Masculino,MAGR731113HPLRNCA6,MAGR731113P22,Puebla,Región V: Puebla,Santa Clara Ocoyucan,ISSSTEP,O+,175.6,77.9,25.3,142,100,67,36.1,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-06-22,13
PUE-000140,9AEC72DE,José,Pérez,Cruz,1968-10-09,57,Masculino,PECJ681009HPLÉRSA8,PECJ681009538,Puebla,Región III: Ciudad Serdán,San Salvador el Seco,IMSS-Bienestar,AB+,170.4,63.4,21.8,115,79,79,36.5,N39.0,Infección de Vías Urinarias,Medicina General,2025-09-05,37
PUE-000141,47A9CF6B,Margarita,García,Vázquez,1989-03-15,37,Femenino,GAVM890315MPLRÁRA1,GAVM890315819,Puebla,Región II: Teziutlán,Cuetzalan del Progreso,IMSS,O+,159.5,67.9,26.7,124,74,81,36.4,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-01-23,16
PUE-000142,F0929658,Juan Ricardo,Ramírez,Morales,1953-02-18,73,Masculino,RAMJ530218HPLMRNA4,RAMJ530218723,Puebla,Región VI: Izúcar de Matamoros,Tepeojuma,ISSSTEP,A+,162.0,73.1,27.9,123,70,79,36.8,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-04-16,7
PUE-000143,F5EBD033,Alejandro Jorge,Rodríguez,Vázquez,1996-01-02,30,Masculino,ROVA960102HPLDÁLA8,ROVA960102042,Puebla,Región V: Puebla,Santa Clara Ocoyucan,IMSS-Bienestar,O+,165.7,64.7,23.6,110,83,71,36.7,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-04-08,7
PUE-000144,B466DF8C,Miguel,Hernández,Jiménez,2011-03-20,15,Masculino,HEJM110320HPLRMGA7,HEJM110320466,Puebla,Región IV: San Pedro Cholula,San Martín Texmelucan,IMSS-Bienestar,A+,171.1,73.5,25.1,125,85,100,37.9,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-08-01,1
PUE-000145,BAF82057,Jesús Rafael,Martínez,Gutiérrez,1993-03-11,33,Masculino,MAGJ930311HPLRTSA8,MAGJ930311J78,Puebla,Región V: Puebla,Puebla,Particular,O+,172.7,67.2,22.5,135,94,84,36.6,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-03-05,635
PUE-000146,A5D69DE6,Teresa Verónica,Torres,Cruz,1959-11-06,66,Femenino,TOCT591106MPLRRRA2,TOCT591106115,Puebla,Región I: Huauchinango,Huauchinango,ISSSTEP,O+,151.2,76.4,33.4,115,76,84,36.5,N39.0,Infección de Vías Urinarias,Medicina General,2026-02-23,27
PUE-000147,E002CD46,Teresa Elena,Cruz,Jiménez,1972-12-10,53,Femenino,CUJT721210MPLRMRA4,CUJT721210W35,Puebla,Región III: Ciudad Serdán,Esperanza,No derechohabiente,O+,149.3,72.6,32.6,113,75,77,36.8,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2026-05-15,384
PUE-000148,967A4FB6,Gabriela,Martínez,Sánchez,2003-12-25,22,Femenino,MASG031225MPLRÁBA6,MASG031225067,Puebla,Región III: Ciudad Serdán,San Salvador el Seco,IMSS,O+,147.8,73.2,33.5,123,75,77,36.7,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-02-10,9
PUE-000149,E8E59B43,Gabriela,García,Castro,2001-09-22,24,Femenino,GACG010922MPLRSBA1,GACG010922K15,Puebla,Región II: Teziutlán,Tlatlauquitepec,IMSS,B+,160.5,72.5,28.1,119,77,95,38.5,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-03-28,34
PUE-000150,6BE62D90,Manuel,Jiménez,Martínez,1983-12-22,42,Masculino,JIMM831222HPLMRNA3,JIMM831222E29,Puebla,Región I: Huauchinango,Huauchinango,IMSS,O+,166.8,63.7,22.9,111,80,71,36.2,N39.0,Infección de Vías Urinarias,Medicina General,2026-02-02,23
PUE-000151,222B680B,Alejandro Luis,Castro,Gómez,1983-04-02,43,Masculino,CAGA830402HPLSÓLA0,CAGA830402154,Puebla,Región III: Ciudad Serdán,Chalchicomula de Sesma,ISSSTEP,O+,159.9,82.2,32.1,124,82,77,36.7,J45,Asma Bronquial,Neumología / Pediatría,2025-08-16,27
PUE-000152,C450D48A,Juana,Díaz,Morales,1982-05-11,44,Femenino,DAMJ820511MPLÍRNA6,DAMJ820511X48,Puebla,Región V: Puebla,Puebla,IMSS,O+,158.4,75.5,30.1,115,81,69,36.7,N39.0,Infección de Vías Urinarias,Medicina General,2025-09-21,37
PUE-000153,F77EFADF,Luis,Castro,Martínez,1971-11-02,54,Masculino,CAML711102HPLSRSA3,CAML711102S91,Puebla,Región I: Huauchinango,Huauchinango,IMSS,O+,177.9,69.2,21.9,113,82,72,36.6,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-08-20,32
PUE-000154,FD2DB6D0,Margarita,Gutiérrez,Jiménez,1985-01-25,41,Femenino,GUJM850125MPLTMRA9,GUJM850125H94,Puebla,Región I: Huauchinango,Huauchinango,IMSS,O+,160.1,82.8,32.3,140,104,75,36.2,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-03-02,8
PUE-000155,BD195AD0,Luisa,Morales,Flores,1967-11-06,58,Femenino,MOFL671106MPLRLSA7,MOFL671106Z86,Puebla,Región IV: San Pedro Cholula,Cuautlancingo,IMSS-Bienestar,O-,157.5,59.9,24.1,114,79,85,36.5,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-04-13,30
PUE-000156,97459E80,Margarita,Reyes,Hernández,2001-10-11,24,Femenino,REHM011011MPLYRRA6,REHM011011335,Puebla,Región V: Puebla,Puebla,IMSS-Bienestar,O+,162.7,58.0,21.9,120,72,66,36.7,N39.0,Infección de Vías Urinarias,Medicina General,2025-10-29,33
PUE-000157,B88BB269,Luisa Leticia,Castro,Morales,1941-03-18,85,Femenino,CAML410318MPLSRSA9,CAML410318L25,Puebla,Región II: Teziutlán,Teziutlán,IMSS,O+,152.0,46.8,20.3,118,75,67,36.4,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-08-06,20
PUE-000158,BB45E1EB,Elena Patricia,Pérez,García,2011-08-04,14,Femenino,PEGE110804MPLÉRLA5,PEGE110804P67,Puebla,Región III: Ciudad Serdán,Tlachichuca,IMSS-Bienestar,B-,155.1,72.9,30.3,120,71,65,36.6,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-06-02,6
PUE-000159,C0F19BB3,Manuel José,Castro,Gutiérrez,2017-11-26,8,Masculino,CAGM171126HPLSTNA5,CAGM171126W55,Puebla,Región I: Huauchinango,Tlacuilotepec,ISSSTE,O+,103.6,5.4,5.0,122,85,77,36.9,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-02-06,34
PUE-000160,B41BFEC0,Manuel,Torres,Martínez,1969-03-23,57,Masculino,TOMM690323HPLRRNA7,TOMM690323126,Puebla,Región VII: Tehuacán,Ajalpan,Particular,O+,164.2,73.8,27.4,113,70,84,36.1,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-01-11,391
PUE-000161,E6AA2DB1,Verónica,García,Pérez,1982-08-24,43,Femenino,GAPV820824MPLRÉRA0,GAPV820824S15,Puebla,Región V: Puebla,Ocoyucan,IMSS,A+,157.3,65.8,26.6,120,83,83,36.3,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-08-09,10
PUE-000162,ED6C7F2E,Jesús,Cruz,Martínez,2025-05-23,1,Masculino,CUMJ250523HPLRRSA4,CUMJ250523524,Puebla,Región II: Teziutlán,Cuetzalan del Progreso,IMSS-Bienestar,O+,130.7,12.5,7.3,120,77,75,36.3,N39.0,Infección de Vías Urinarias,Medicina General,2026-04-18,39
PUE-000163,D3C6C6F7,Javier Javier,Ramírez,Morales,1981-06-10,45,Masculino,RAMJ810610HPLMRVA6,RAMJ810610M66,Puebla,Región VI: Izúcar de Matamoros,Chiautla,IMSS,AB-,164.6,81.6,30.1,114,71,80,36.1,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-04-04,38
PUE-000164,4AB189BB,Alejandro Carlos,Sánchez,Rodríguez,1968-05-08,58,Masculino,SERA680508HPLÁDLA2,SERA680508G10,Puebla,Región I: Huauchinango,Juan Galindo,ISSSTE,O+,168.0,61.5,21.8,110,85,72,36.4,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-05-31,17
